,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
310,2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,14770.240564730544
311,0.28,Ideal,G,IF,60.9,57.0,4.24,4.27,2.59,718.040108364958
312,1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,8363.756281290112
313,0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,1115.222835280645
314,1.7,Very Good,F,SI2,63.4,57.0,7.54,7.57,4.79,11021.388063853708
315,2.01,Good,J,SI2,63.4,59.0,7.95,7.99,5.05,9606.031123669367
316,0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,666.3168499433316
317,0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,1863.8980422476754
318,0.33,Premium,E,VVS1,59.7,58.0,4.52,4.49,2.69,964.3260358802273
319,1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,8799.518250998459
320,1.51,Very Good,J,SI1,62.9,59.0,7.25,7.29,4.57,6847.49380053897
321,0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,609.0409093267316
322,0.7,Very Good,E,VS1,63.4,57.0,5.63,5.67,3.58,3154.164812270794
323,0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,589.3566704363641
324,0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,1754.1397297946373
325,2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,18445.700778756094
326,1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46,9588.61653180945
327,0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,764.2834731611966
328,1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,5068.693223841341
329,0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,934.1007008872114
330,0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,622.0052075888037
331,0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,306.40468864727825
332,0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,2515.589602580236
333,0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,1952.532677654607
334,0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,3016.1950864993114
335,1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,9478.837695792954
336,1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,5179.092284778198
337,0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,1187.8517454072555
338,1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,8444.628414591303
339,1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,3282.9876559376803
340,0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,578.672886845903
341,0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,867.5037783030916
342,0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,2100.3452146022178
343,2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,13738.32715917609
344,1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,8733.214605941863
345,1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,6485.2951397015795
346,2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,15737.176803412796
347,0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,888.8725296739412
348,0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,1748.6922016386634
349,1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,5268.281035860272
350,0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,862.3844441779071
351,0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,1047.7076690085732
352,0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,575.463348229747
353,0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,3963.423091766505
354,1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,8995.55637554713
355,0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,941.7784607440107
356,0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,1462.5430357381379
357,1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,2966.5813972423507
358,0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,1767.1512445011626
359,0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,1940.9578665309389
360,0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,2312.256333390002
361,1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,4649.770810155798
362,0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,609.6722767965003
363,0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,3819.2928962842134
364,1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,7839.806500602222
365,0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,2264.447467485017
366,1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,5579.946909735619
367,0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,1498.0761032107941
368,0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,749.1410955377395
369,0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,891.0459233396062
370,0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,976.4411126095787
371,0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,870.3324002469657
372,0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,1884.572378017798
373,1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,8900.80569928166
374,0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,1425.8230087121958
375,0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,1814.1053954974905
376,0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,617.1513318538238
377,0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,716.9875619155974
378,0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,837.2314371109632
379,0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,2735.325974600416
380,1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,3920.6034379099033
381,0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,644.3353161989822
382,0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,2576.1391023879532
383,0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,1493.3536313249344
384,0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,1086.9720538376935
385,0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,1056.7335760399367
386,1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,8780.707451577939
387,0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,750.7778940140431
388,1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,3941.377162174456
389,1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,7846.645399150566
390,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,3472.4586793326052
391,0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,1234.970880234829
392,0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,1082.1488199309706
393,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,1008.4012812782302
394,0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,2358.13501651971
395,1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,5444.418391353675
396,0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,1518.6249500387532
397,0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,3482.081529404279
398,1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,3584.141372089507
399,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,1678.1302098823394
400,1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,5442.176674960982
401,0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,1393.5718703861985
402,0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,643.2590980974747
403,0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,1709.740249571463
404,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,2026.1814221684017
405,0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,3384.649784880462
406,0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,2588.7497028375487
407,0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,595.3925955959309
408,0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,1617.4287200306028
409,0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,1376.0938568073284
410,0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,1364.1321765275227
411,1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,8643.133542378395
412,0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,770.9341056761378
413,0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,2933.569086684365
414,0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,4911.176429964824
415,1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,5344.629391930681
416,1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,11671.002744737567
417,0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,553.8355467635045
418,0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,794.3185889000604
419,1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,4796.670962287293
420,0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,3070.9164289385803
421,1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,2218.83376013375
422,0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,1746.063216245893
423,1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,5646.2489335317905
424,0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,1253.0030526981454
425,1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,3327.774335341822
426,2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,13734.975067562864
427,1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,4375.3677962968995
428,0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,3036.8895912089815
429,0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,601.6570065022445
430,0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,1076.5840927334532
431,0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,603.5083471553713
432,1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,4083.537432410795
433,0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,3321.3294944172153
434,0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,1613.531449828485
435,0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,1814.9217198795845
436,1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,6356.055187253905
437,0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,2284.115325528504
438,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,18493.344745962877
439,0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,708.7578516076554
440,0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,595.0481574658708
441,0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,742.054283323013
442,0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,687.3188918835432
443,0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,1556.1057630566372
444,0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,699.6823653525228
445,0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,2273.979799057312
446,1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,9957.601549287872
447,0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,926.964334228433
448,2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,18634.36443471663
449,0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,1153.48206840238
450,0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,1307.6377386020517
451,0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,2580.345363263312
452,1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,4855.878921094365
453,0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,1762.6286449747217
454,0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,686.7751627726758
455,0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,1331.1194505367441
456,0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,3426.185050384184
457,0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,1033.0528393927254
458,0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,562.0925521272794
459,2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,14437.9816746672
460,0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,2097.7205757902816
461,1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,6139.066716300796
462,1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,11141.86336865423
463,0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,1348.6103102327204
464,0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,1007.4283219123137
465,0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,2365.930332127105
466,0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,1326.923296318224
467,0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,1467.219563368271
468,1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,7140.343153516915
469,1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,8401.617148196392
470,0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,773.7519049203418
471,1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,8550.903039671064
472,0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,2549.2213496799345
473,0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,450.62137025507144
474,0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,1633.9320893304384
475,0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,1601.5751026631797
476,0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,4172.7509670285
477,1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,6998.486606600775
478,0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,1129.0327482581158
479,1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,5397.744872759017
480,0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,918.7335985316496
481,0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,996.3320720225036
482,1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,10355.03194153031
483,0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,1076.5695637250083
484,1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,3423.2336948401166
485,1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,4099.36452719933
486,1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,4768.641045062499
487,1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,7206.918436752614
488,1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,10956.501281699468
489,0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,2295.5546232165225
490,0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,3899.031628758641
491,2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,15737.396746345601
492,0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,1702.0929205063721
493,0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,736.1752797256224
494,1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,5856.88884982716
495,0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,1176.8553832998696
496,0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,501.7961691041831
497,0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,458.3544186391521
498,0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,1261.8726296041934
499,1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,3410.8997502935417
500,0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,3392.2345026750436
501,1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,5610.1618960495925
502,0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,466.71710700549494
503,1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,9120.625503140238
504,0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,676.3044600160592
505,0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,2361.8652225351234
506,0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,1073.6083120176122
507,0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,874.1589122669337
508,2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,15659.134352299596
509,0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,738.1327685560592
510,1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,3214.761558384593
511,0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,574.653637062677
512,0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,2227.545089652434
513,0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,757.5612897163439
514,1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,5683.839959594013
515,1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,4655.2282096148465
516,0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,2801.1432837788525
517,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,2647.3458037217665
518,0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,3725.652234290243
519,0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,667.1700721735701
520,2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,23443.062954827306
521,0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,2573.28002278984
522,1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,4428.987171706768
523,1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,5154.755630528451
524,1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,4309.809730452616
525,0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,2813.466248635454
526,0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,1177.7081094865057
527,0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,880.032877736335
528,0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,3850.8336077009803
529,0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,687.4401284052366
530,0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,3421.8993550291734
531,0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,643.1766170628836
532,1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,6471.26969048791
533,1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,5722.1027159040905
534,0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,610.0659662203194
535,0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,440.66612586950816
536,0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,2131.250467233521
537,1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,3915.690379105044
538,0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,636.7891754837225
539,1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,9653.632881253903
540,0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,2883.864927747815
541,1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,6608.37540434647
542,0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,1183.997637633799
543,0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,4752.2972039855285
544,1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,3568.90084203003
545,2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21,15507.971414047905
546,0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,642.956148430444
547,0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,560.1532958813767
548,1.0,Fair,H,SI2,69.5,55.0,6.17,6.1,4.26,3073.4971776346147
549,1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2,3373.812697209931
550,0.64,Ideal,D,VVS1,61.8,54.0,5.54,5.56,3.43,3617.5164796899617
551,1.05,Very Good,E,SI2,62.2,59.0,6.44,6.51,4.03,4592.098416141569
552,1.53,Premium,H,VS2,62.7,56.0,7.39,7.31,4.61,10832.633594656523
553,0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96,1175.0512823231018
554,0.59,Very Good,G,SI1,59.3,58.0,5.45,5.51,3.25,1649.776188492323
555,0.42,Very Good,I,SI1,61.2,60.0,4.78,4.82,2.94,703.864120342427
556,1.01,Good,I,SI2,62.6,59.0,6.24,6.35,3.94,2962.0528766434236
557,0.34,Ideal,E,VS1,62.1,56.0,4.48,4.5,2.79,852.9506264026865
558,0.3,Premium,E,VS2,60.7,59.0,4.3,4.33,2.62,610.9188940841449
559,0.31,Ideal,H,VVS1,62.2,56.0,4.34,4.37,2.71,726.2058942377724
560,0.74,Ideal,G,VS2,61.3,55.0,5.82,5.89,3.59,3062.2267137013628
561,1.0,Premium,F,SI2,60.2,62.0,6.53,6.45,3.91,4134.814608632563
562,0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,3405.013521555928
563,0.4,Ideal,H,IF,61.9,55.0,4.76,4.77,2.95,1277.2760069347732
564,0.6,Very Good,D,VS2,63.1,54.0,5.41,5.33,3.39,2333.4242763877537
565,0.82,Ideal,E,SI2,62.6,55.0,5.94,5.98,3.73,3003.668959403222
566,1.0,Premium,E,VS1,61.4,58.0,6.44,6.42,3.95,6309.830598476488
567,0.3,Very Good,G,VVS1,63.4,56.0,4.31,4.27,2.72,722.5797260320098
568,0.72,Premium,E,SI1,59.5,59.0,5.87,5.83,3.48,2725.5150494724853
569,0.72,Premium,J,SI1,62.0,58.0,5.74,5.77,3.57,1721.0639661642665
570,1.0,Ideal,I,SI1,59.8,57.0,6.44,6.5,3.87,3760.4226641777927
571,1.57,Very Good,H,VS1,62.8,60.0,7.36,7.44,4.65,11938.578401472008
572,0.32,Ideal,D,VS2,61.9,55.0,4.44,4.41,2.74,751.7392030313988
573,0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54,2208.3035109918337
574,0.31,Very Good,H,VS1,61.4,61.0,4.33,4.36,2.67,564.2636088806231
575,0.7,Ideal,H,SI2,62.1,55.0,5.69,5.72,3.54,1836.6875041711573
576,1.29,Very Good,J,SI2,63.5,57.0,6.89,6.87,4.37,4296.80440083108
577,0.32,Ideal,F,VS2,62.3,56.0,4.4,4.37,2.73,682.8237963614038
578,0.32,Premium,G,VS1,62.8,59.0,4.37,4.33,2.73,671.381645194732
579,1.21,Very Good,G,SI2,62.8,60.0,6.7,6.77,4.23,5397.573692020007
580,1.01,Premium,F,VS2,60.4,59.0,6.52,6.46,3.92,5767.453704189796
581,0.3,Premium,E,VS2,59.2,59.0,4.37,4.41,2.6,609.2964104502958
582,0.83,Ideal,H,SI2,62.3,54.0,6.04,6.07,3.77,2535.045052471103
583,0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,714.2519524918443
584,0.89,Very Good,I,VS2,63.1,55.0,6.09,6.17,3.87,3347.359265459883
585,0.31,Ideal,F,VVS2,61.7,55.0,4.33,4.36,2.68,786.1453514866306
586,1.53,Premium,J,VS1,60.1,59.0,7.51,7.47,4.5,9038.437892727141
587,0.7,Premium,F,VS2,59.4,61.0,5.83,5.79,3.45,2882.3135850561575
588,0.81,Ideal,I,VS2,62.4,54.8,5.98,6.01,3.75,2931.95472583616
589,0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82,2618.402556129175
590,1.24,Very Good,J,SI2,63.3,60.0,6.83,6.75,4.29,3993.5873009190586
591,0.72,Premium,H,SI1,62.7,59.0,5.73,5.69,3.58,2236.488206761172
592,0.35,Premium,H,SI2,62.0,58.0,4.47,4.5,2.78,489.00976197138027
593,1.07,Ideal,J,VS2,61.6,56.0,6.59,6.55,4.04,4331.716941677518
594,1.19,Very Good,H,SI1,60.8,59.0,6.84,6.87,4.17,5693.978435735038
595,1.0,Very Good,D,SI2,63.5,59.0,6.35,6.32,4.02,4436.741253662795
596,0.43,Premium,F,SI1,61.3,60.0,4.86,4.83,2.97,993.4888737261849
597,0.57,Ideal,H,VS1,61.0,57.0,5.37,5.34,3.26,1839.6541440544743
598,0.8,Ideal,I,VS1,61.9,54.1,5.92,5.98,3.69,3068.255349794962
599,0.36,Premium,F,SI1,60.2,58.0,4.6,4.63,2.78,710.7306457849863
600,0.9,Premium,F,SI2,60.5,57.0,6.23,6.2,3.76,3371.348550381705
601,1.0,Good,F,SI2,63.4,60.0,6.28,6.33,4.0,3861.671832185423
602,1.5,Premium,H,SI2,62.1,59.0,7.28,7.24,4.51,7585.51994437742
603,1.03,Good,E,VS1,63.3,59.0,6.4,6.45,4.07,6274.985311395277
604,0.55,Premium,G,VS2,59.6,59.0,5.36,5.32,3.18,1711.9498311265447
605,0.96,Ideal,F,I1,60.7,55.0,6.41,6.37,3.88,2543.785040373571
606,0.4,Ideal,E,VVS2,61.6,56.0,4.73,4.78,2.93,1315.2380806472383
607,1.07,Ideal,G,SI1,60.2,57.0,6.7,6.59,4.0,5340.932576662978
608,0.39,Very Good,E,VS2,60.0,56.0,4.76,4.81,2.87,979.7590958049848
609,0.32,Very Good,G,SI2,62.4,59.0,4.35,4.4,2.73,446.5221762019846
610,0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76,647.3456584283343
611,0.8,Ideal,F,SI1,62.4,57.0,5.9,5.87,3.67,3258.1383322463425
612,1.18,Very Good,H,SI1,60.1,59.0,6.83,6.88,4.11,5604.364495709608
613,1.1,Ideal,G,VS1,62.0,58.0,6.59,6.64,4.1,6951.246815668613
614,2.11,Ideal,J,VS1,61.8,56.2,8.2,8.23,5.07,16997.832487361884
615,1.07,Very Good,G,SI2,62.9,59.0,6.51,6.58,4.12,4293.805019473869
616,0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,925.3510578928611
617,0.32,Ideal,D,SI2,59.5,57.0,4.47,4.5,2.67,543.7689813068214
618,0.9,Premium,F,SI2,62.3,57.0,6.18,6.15,3.84,3369.4694460509927
619,1.22,Premium,G,SI1,61.2,60.0,6.82,6.75,4.15,6634.009406000369
620,1.02,Premium,H,SI1,59.2,58.0,6.6,6.57,3.9,4341.9873092565285
